timestamp_ms,names,temperatures
1749504666174,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.36, 31.0, 30.87, 30.18, 29.72]"
1749504666368,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.38, 30.98, 30.9, 30.23, 29.74]"
1749504666574,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.34, 30.95, 30.87, 30.23, 29.69]"
1749504666773,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.36, 30.95, 30.9, 30.23, 29.69]"
1749504666969,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.36, 30.95, 30.87, 30.23, 29.72]"
1749504667175,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.38, 30.95, 30.87, 30.23, 29.72]"
1749504667372,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.36, 31.0, 30.87, 30.23, 29.72]"
1749504667570,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.38, 31.0, 30.87, 30.23, 29.74]"
1749504667775,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.36, 31.0, 30.87, 30.23, 29.74]"
1749504667970,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.38, 31.0, 30.9, 30.25, 29.74]"
1749504668168,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.38, 31.0, 30.92, 30.27, 29.74]"
1749504668374,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.41, 31.02, 30.92, 30.27, 29.74]"
1749504668571,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.38, 31.05, 30.97, 30.3, 29.74]"
1749504668776,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.41, 31.05, 30.97, 30.34, 29.76]"
1749504668971,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.78, 31.05, 30.94, 30.3, 29.74]"
1749504669170,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.41, 31.05, 30.97, 30.32, 29.74]"
1749504669376,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.43, 31.05, 31.11, 30.32, 29.74]"
1749504669573,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.41, 31.07, 31.11, 30.34, 29.74]"
1749504671589,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.41, 31.05, 30.97, 30.32, 29.74]"
1749504673593,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.2, 31.02, 30.92, 30.34, 29.69]"
1749504675593,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.17, 30.88, 30.87, 30.34, 29.6]"
1749504677591,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.2, 30.88, 30.9, 30.34, 29.62]"
1749504679592,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.13, 30.86, 30.87, 30.32, 29.58]"
1749504681586,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.17, 30.81, 30.8, 30.32, 29.46]"
1749504683592,"['Therm1', 'Therm2', 'Therm3', 'Therm4', 'Therm5']","[31.15, 30.7, 30.75, 30.27, 29.37]"
